   I        Q 
1.057347e+01        0 
5.603412e+00        0 
7.358817e+00        0 
1.711710e+01        0 
2.255019e+01        0 
3.426796e+01        0 
3.832326e+01        0 
2.125748e+01        0 
1.642119e+01        0 
3.593915e+00        0 
1.080817e+01        0 
2.839350e+01        0 
2.456714e+01        0 
1.008698e+01        0 
6.704819e+00        0 
1.087671e+01        0 
2.208255e+01        0 
9.947129e+00        0 
2.682409e+01        0 
8.337713e+00        0 
1.232818e+01        0 
9.620142e+00        0 
2.424186e+00        0 
2.041748e+01        0 
3.552678e+01        0 
1.226123e+01        0 
1.904662e+01        0 
2.318845e+01        0 
4.132659e+01        0 
1.800896e+01        0 
1.741042e+01        0 
5.103941e+01        0 
2.897242e+01        0 
1.473245e+01        0 
1.111236e+01        0 
6.907045e+00        0 
2.797107e+01        0 
1.068644e+01        0 
2.582320e+01        0 
1.945746e+01        0 
3.252144e+00        0 
1.291144e+01        0 
4.226150e+00        0 
3.050463e+01        0 
4.297995e+01        0 
2.372263e+01        0 
4.898009e+00        0 
8.907431e+00        0 
2.514423e+01        0 
4.477643e+00        0 
2.660051e+01        0 
1.448334e+01        0 
2.551137e+01        0 
2.071686e+01        0 
9.073362e+00        0 
1.837465e+01        0 
1.331769e+01        0 
3.419114e+01        0 
2.061769e+00        0 
3.622365e+01        0 
1.571638e+01        0 
2.173816e+01        0 
2.510275e+01        0 
5.548394e+00        0 
1.818531e+01        0 
1.681317e+01        0 
3.022388e+01        0 
7.289092e+00        0 
4.566630e+00        0 
7.537720e+00        0 
1.018521e+01        0 
1.445971e+01        0 
1.120780e+01        0 
1.804541e+01        0 
2.414814e+01        0 
4.897538e+00        0 
2.504228e+01        0 
1.343696e+01        0 
1.749116e+01        0 
2.955337e+01        0 
1.736017e+01        0 
1.255921e+01        0 
3.315107e+01        0 
1.728259e+01        0 
1.757329e+01        0 
3.802413e+01        0 
3.330850e+01        0 
1.507621e+01        0 
1.379726e+01        0 
2.296090e+01        0 
3.023700e+01        0 
1.927126e+01        0 
5.443097e+00        0 
9.694474e+00        0 
2.420667e+01        0 
4.283621e+01        0 
1.530681e+01        0 
3.102691e+01        0 
2.211023e+01        0 
3.605411e+00        0 
1.345317e+01        0 
2.972614e+00        0 
2.014510e+01        0 
2.052202e+01        0 
1.058333e+01        0 
2.114621e+01        0 
3.912781e+01        0 
2.503394e+01        0 
1.537564e+01        0 
3.187743e+00        0 
1.501207e+01        0 
5.952881e+00        0 
2.721815e+01        0 
1.409440e+01        0 
3.243810e+01        0 
2.722517e+01        0 
6.775133e+00        0 
1.908251e+01        0 
1.946105e+01        0 
1.243640e+01        0 
7.004191e+00        0 
1.613746e+01        0 
1.275307e+01        0 
2.823631e+01        0 
2.754818e+01        0 
1.236668e+01        0 
7.465922e+00        0 
7.070591e+00        0 
1.434178e+01        0 
1.948676e+01        0 
1.375439e+01        0 
3.422321e+01        0 
2.774457e+01        0 
3.772010e+01        0 
2.574207e+01        0 
3.769661e+01        0 
2.157856e+01        0 
1.194680e+01        0 
3.200530e+01        0 
2.143193e+01        0 
8.590098e+00        0 
1.181543e+01        0 
5.696221e+00        0 
7.679245e+00        0 
1.722134e+01        0 
2.184191e+01        0 
3.859195e+00        0 
2.145651e+01        0 
2.877242e+01        0 
2.601322e+01        0 
3.068286e+01        0 
2.474539e+01        0 
2.480973e+01        0 
2.182387e+01        0 
2.307223e+01        0 
6.398196e+00        0 
2.911623e+01        0 
1.804897e+01        0 
3.131119e+01        0 
2.489952e+01        0 
9.974164e+00        0 
1.778150e+01        0 
8.438795e+00        0 
1.384515e+01        0 
6.728067e+00        0 
1.431965e+01        0 
2.520376e+01        0 
2.366193e+01        0 
1.535885e+01        0 
1.765100e+01        0 
2.340343e+01        0 
1.112626e+01        0 
2.571596e+01        0 
6.303845e+00        0 
7.621438e+00        0 
1.537041e+01        0 
1.265028e+01        0 
1.809122e+01        0 
2.158865e+01        0 
8.448187e+00        0 
5.752524e+00        0 
1.272638e+01        0 
8.338855e+00        0 
2.537829e+01        0 
2.427250e+01        0 
2.194403e+01        0 
2.226864e+01        0 
1.728899e+01        0 
2.751577e+01        0 
3.118443e+01        0 
2.434366e+01        0 
1.349478e+01        0 
3.496182e+01        0 
2.909361e+01        0 
7.210449e+00        0 
1.433483e+01        0 
3.060015e+01        0 
1.202294e+01        0 
8.432380e-01        0 
1.937629e+01        0 
1.507225e+01        0 
2.043752e+01        0 
3.286455e+01        0 
1.073193e+01        0 
1.499440e+01        0 
1.975856e+01        0 
1.299598e+01        0 
1.390429e+01        0 
9.892042e+00        0 
1.470691e+01        0 
1.420761e+01        0 
1.304793e+01        0 
2.010521e+01        0 
2.126525e+01        0 
1.476642e+01        0 
2.158167e+01        0 
1.732574e+01        0 
4.178134e+01        0 
2.111225e+01        0 
1.145392e+01        0 
2.166500e+01        0 
2.097912e+01        0 
2.713859e+01        0 
1.655089e+01        0 
1.913492e+01        0 
1.742886e+01        0 
1.685651e+01        0 
2.100456e+01        0 
7.067834e+00        0 
1.222757e+01        0 
6.931205e+00        0 
6.756516e+00        0 
1.330629e+01        0 
1.756027e+01        0 
9.526590e+00        0 
3.570169e+01        0 
2.551844e+01        0 
1.545112e+01        0 
1.725913e+01        0 
7.699101e+00        0 
1.226228e+01        0 
1.111172e+01        0 
8.235260e+00        0 
1.092499e+01        0 
2.689533e+01        0 
3.231531e+01        0 
1.679392e+01        0 
3.676077e+00        0 
1.843795e+01        0 
3.692114e+01        0 
